
===============================================================
                Cortex-M3 ICODE BUS TRACE
===============================================================

TIME(ns)     ADDRESS      INSTRUCTION    HTRANS   HRESP
 50000.000ns   00001274   f8034770      NONSEQ      OKAY
 50040.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50080.000ns   00001274   f8034770      NONSEQ      OKAY
 50120.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50160.000ns   0000127c   4605b538      NONSEQ      OKAY
 50200.000ns   00001280   d0402900      NONSEQ      OKAY
 50240.000ns   00001270   d1004293      NONSEQ      OKAY
 50280.000ns   00001274   f8034770      NONSEQ      OKAY
 50320.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50360.000ns   00001274   f8034770      NONSEQ      OKAY
 50400.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50440.000ns   0000127c   4605b538      NONSEQ      OKAY
 50480.000ns   00001280   d0402900      NONSEQ      OKAY
 50520.000ns   00001270   d1004293      NONSEQ      OKAY
 50560.000ns   00001274   f8034770      NONSEQ      OKAY
 50600.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50640.000ns   00001274   f8034770      NONSEQ      OKAY
 50680.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50720.000ns   0000127c   4605b538      NONSEQ      OKAY
 50760.000ns   00001280   d0402900      NONSEQ      OKAY
 50800.000ns   00001270   d1004293      NONSEQ      OKAY
 50840.000ns   00001274   f8034770      NONSEQ      OKAY
 50880.000ns   00001278   e7f91b01      NONSEQ      OKAY
 50920.000ns   00001274   f8034770      NONSEQ      OKAY
 50960.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51000.000ns   0000127c   4605b538      NONSEQ      OKAY
 51040.000ns   00001280   d0402900      NONSEQ      OKAY
 51080.000ns   00001270   d1004293      NONSEQ      OKAY
 51120.000ns   00001274   f8034770      NONSEQ      OKAY
 51160.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51200.000ns   00001274   f8034770      NONSEQ      OKAY
 51240.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51280.000ns   0000127c   4605b538      NONSEQ      OKAY
 51320.000ns   00001280   d0402900      NONSEQ      OKAY
 51360.000ns   00001270   d1004293      NONSEQ      OKAY
 51400.000ns   00001274   f8034770      NONSEQ      OKAY
 51440.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51480.000ns   00001274   f8034770      NONSEQ      OKAY
 51520.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51560.000ns   0000127c   4605b538      NONSEQ      OKAY
 51600.000ns   00001280   d0402900      NONSEQ      OKAY
 51640.000ns   00001270   d1004293      NONSEQ      OKAY
 51680.000ns   00001274   f8034770      NONSEQ      OKAY
 51720.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51760.000ns   00001274   f8034770      NONSEQ      OKAY
 51800.000ns   00001278   e7f91b01      NONSEQ      OKAY
 51840.000ns   0000127c   4605b538      NONSEQ      OKAY
 51880.000ns   00001280   d0402900      NONSEQ      OKAY
 51920.000ns   00001270   d1004293      NONSEQ      OKAY
 51960.000ns   00001274   f8034770      NONSEQ      OKAY
 52000.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52040.000ns   00001274   f8034770      NONSEQ      OKAY
 52080.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52120.000ns   0000127c   4605b538      NONSEQ      OKAY
 52160.000ns   00001280   d0402900      NONSEQ      OKAY
 52200.000ns   00001270   d1004293      NONSEQ      OKAY
 52240.000ns   00001274   f8034770      NONSEQ      OKAY
 52280.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52320.000ns   00001274   f8034770      NONSEQ      OKAY
 52360.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52400.000ns   0000127c   4605b538      NONSEQ      OKAY
 52440.000ns   00001280   d0402900      NONSEQ      OKAY
 52480.000ns   00001270   d1004293      NONSEQ      OKAY
 52520.000ns   00001274   f8034770      NONSEQ      OKAY
 52560.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52600.000ns   00001274   f8034770      NONSEQ      OKAY
 52640.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52680.000ns   0000127c   4605b538      NONSEQ      OKAY
 52720.000ns   00001280   d0402900      NONSEQ      OKAY
 52760.000ns   00001270   d1004293      NONSEQ      OKAY
 52800.000ns   00001274   f8034770      NONSEQ      OKAY
 52840.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52880.000ns   00001274   f8034770      NONSEQ      OKAY
 52920.000ns   00001278   e7f91b01      NONSEQ      OKAY
 52960.000ns   0000127c   4605b538      NONSEQ      OKAY
 53000.000ns   00001280   d0402900      NONSEQ      OKAY
 53040.000ns   00001270   d1004293      NONSEQ      OKAY
 53080.000ns   00001274   f8034770      NONSEQ      OKAY
 53120.000ns   00001278   e7f91b01      NONSEQ      OKAY
 53160.000ns   00001274   f8034770      NONSEQ      OKAY
 53200.000ns   00001278   e7f91b01      NONSEQ      OKAY
 53240.000ns   0000127c   4605b538      NONSEQ      OKAY
 53280.000ns   00001280   d0402900      NONSEQ      OKAY
 53320.000ns   00001270   d1004293      NONSEQ      OKAY
 53360.000ns   00001274   f8034770      NONSEQ      OKAY
 53400.000ns   00001278   e7f91b01      NONSEQ      OKAY
 53440.000ns   00001274   f8034770      NONSEQ      OKAY
 53480.000ns   00001278   e7f91b01      NONSEQ      OKAY
 53520.000ns   0000127c   4605b538      NONSEQ      OKAY
 53560.000ns   00001280   d0402900      NONSEQ      OKAY
 53600.000ns   00001270   d1004293      NONSEQ      OKAY
 53640.000ns   00001274   f8034770      NONSEQ      OKAY
 53680.000ns   00001278   e7f91b01      NONSEQ      OKAY
 53720.000ns   00001274   f8034770      NONSEQ      OKAY
 53760.000ns   00001278   e7f91b01      NONSEQ      OKAY
 53800.000ns   0000127c   4605b538      NONSEQ      OKAY
 53840.000ns   00001280   d0402900      NONSEQ      OKAY
 53880.000ns   00001270   d1004293      NONSEQ      OKAY
 53920.000ns   00001274   f8034770      NONSEQ      OKAY
 53960.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54000.000ns   00001274   f8034770      NONSEQ      OKAY
 54040.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54080.000ns   0000127c   4605b538      NONSEQ      OKAY
 54120.000ns   00001280   d0402900      NONSEQ      OKAY
 54160.000ns   00001270   d1004293      NONSEQ      OKAY
 54200.000ns   00001274   f8034770      NONSEQ      OKAY
 54240.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54280.000ns   00001274   f8034770      NONSEQ      OKAY
 54320.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54360.000ns   0000127c   4605b538      NONSEQ      OKAY
 54400.000ns   00001280   d0402900      NONSEQ      OKAY
 54440.000ns   00001270   d1004293      NONSEQ      OKAY
 54480.000ns   00001274   f8034770      NONSEQ      OKAY
 54520.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54560.000ns   00001274   f8034770      NONSEQ      OKAY
 54600.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54640.000ns   0000127c   4605b538      NONSEQ      OKAY
 54680.000ns   00001280   d0402900      NONSEQ      OKAY
 54720.000ns   00001270   d1004293      NONSEQ      OKAY
 54760.000ns   00001274   f8034770      NONSEQ      OKAY
 54800.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54840.000ns   00001274   f8034770      NONSEQ      OKAY
 54880.000ns   00001278   e7f91b01      NONSEQ      OKAY
 54920.000ns   0000127c   4605b538      NONSEQ      OKAY
 54960.000ns   00001280   d0402900      NONSEQ      OKAY
 55000.000ns   00001270   d1004293      NONSEQ      OKAY
 55040.000ns   00001274   f8034770      NONSEQ      OKAY
 55080.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55120.000ns   00001274   f8034770      NONSEQ      OKAY
 55160.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55200.000ns   0000127c   4605b538      NONSEQ      OKAY
 55240.000ns   00001280   d0402900      NONSEQ      OKAY
 55280.000ns   00001270   d1004293      NONSEQ      OKAY
 55320.000ns   00001274   f8034770      NONSEQ      OKAY
 55360.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55400.000ns   00001274   f8034770      NONSEQ      OKAY
 55440.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55480.000ns   0000127c   4605b538      NONSEQ      OKAY
 55520.000ns   00001280   d0402900      NONSEQ      OKAY
 55560.000ns   00001270   d1004293      NONSEQ      OKAY
 55600.000ns   00001274   f8034770      NONSEQ      OKAY
 55640.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55680.000ns   00001274   f8034770      NONSEQ      OKAY
 55720.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55760.000ns   0000127c   4605b538      NONSEQ      OKAY
 55800.000ns   00001280   d0402900      NONSEQ      OKAY
 55840.000ns   00001270   d1004293      NONSEQ      OKAY
 55880.000ns   00001274   f8034770      NONSEQ      OKAY
 55920.000ns   00001278   e7f91b01      NONSEQ      OKAY
 55960.000ns   00001274   f8034770      NONSEQ      OKAY
 56000.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56040.000ns   0000127c   4605b538      NONSEQ      OKAY
 56080.000ns   00001280   d0402900      NONSEQ      OKAY
 56120.000ns   00001270   d1004293      NONSEQ      OKAY
 56160.000ns   00001274   f8034770      NONSEQ      OKAY
 56200.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56240.000ns   00001274   f8034770      NONSEQ      OKAY
 56280.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56320.000ns   0000127c   4605b538      NONSEQ      OKAY
 56360.000ns   00001280   d0402900      NONSEQ      OKAY
 56400.000ns   00001270   d1004293      NONSEQ      OKAY
 56440.000ns   00001274   f8034770      NONSEQ      OKAY
 56480.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56520.000ns   00001274   f8034770      NONSEQ      OKAY
 56560.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56600.000ns   0000127c   4605b538      NONSEQ      OKAY
 56640.000ns   00001280   d0402900      NONSEQ      OKAY
 56680.000ns   00001270   d1004293      NONSEQ      OKAY
 56720.000ns   00001274   f8034770      NONSEQ      OKAY
 56760.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56800.000ns   00001274   f8034770      NONSEQ      OKAY
 56840.000ns   00001278   e7f91b01      NONSEQ      OKAY
 56880.000ns   0000127c   4605b538      NONSEQ      OKAY
 56920.000ns   00001280   d0402900      NONSEQ      OKAY
 56960.000ns   00001270   d1004293      NONSEQ      OKAY
 57000.000ns   00001274   f8034770      NONSEQ      OKAY
 57040.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57080.000ns   00001274   f8034770      NONSEQ      OKAY
 57120.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57160.000ns   0000127c   4605b538      NONSEQ      OKAY
 57200.000ns   00001280   d0402900      NONSEQ      OKAY
 57240.000ns   00001270   d1004293      NONSEQ      OKAY
 57280.000ns   00001274   f8034770      NONSEQ      OKAY
 57320.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57360.000ns   00001274   f8034770      NONSEQ      OKAY
 57400.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57440.000ns   0000127c   4605b538      NONSEQ      OKAY
 57480.000ns   00001280   d0402900      NONSEQ      OKAY
 57520.000ns   00001270   d1004293      NONSEQ      OKAY
 57560.000ns   00001274   f8034770      NONSEQ      OKAY
 57600.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57640.000ns   00001274   f8034770      NONSEQ      OKAY
 57680.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57720.000ns   0000127c   4605b538      NONSEQ      OKAY
 57760.000ns   00001280   d0402900      NONSEQ      OKAY
 57800.000ns   00001270   d1004293      NONSEQ      OKAY
 57840.000ns   00001274   f8034770      NONSEQ      OKAY
 57880.000ns   00001278   e7f91b01      NONSEQ      OKAY
 57920.000ns   00001274   f8034770      NONSEQ      OKAY
 57960.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58000.000ns   0000127c   4605b538      NONSEQ      OKAY
 58040.000ns   00001280   d0402900      NONSEQ      OKAY
 58080.000ns   00001270   d1004293      NONSEQ      OKAY
 58120.000ns   00001274   f8034770      NONSEQ      OKAY
 58160.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58200.000ns   00001274   f8034770      NONSEQ      OKAY
 58240.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58280.000ns   0000127c   4605b538      NONSEQ      OKAY
 58320.000ns   00001280   d0402900      NONSEQ      OKAY
 58360.000ns   00001270   d1004293      NONSEQ      OKAY
 58400.000ns   00001274   f8034770      NONSEQ      OKAY
 58440.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58480.000ns   00001274   f8034770      NONSEQ      OKAY
 58520.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58560.000ns   0000127c   4605b538      NONSEQ      OKAY
 58600.000ns   00001280   d0402900      NONSEQ      OKAY
 58640.000ns   00001270   d1004293      NONSEQ      OKAY
 58680.000ns   00001274   f8034770      NONSEQ      OKAY
 58720.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58760.000ns   00001274   f8034770      NONSEQ      OKAY
 58800.000ns   00001278   e7f91b01      NONSEQ      OKAY
 58840.000ns   0000127c   4605b538      NONSEQ      OKAY
 58880.000ns   00001280   d0402900      NONSEQ      OKAY
 58920.000ns   00001270   d1004293      NONSEQ      OKAY
 58960.000ns   00001274   f8034770      NONSEQ      OKAY
 59000.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59040.000ns   00001274   f8034770      NONSEQ      OKAY
 59080.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59120.000ns   0000127c   4605b538      NONSEQ      OKAY
 59160.000ns   00001280   d0402900      NONSEQ      OKAY
 59200.000ns   00001270   d1004293      NONSEQ      OKAY
 59240.000ns   00001274   f8034770      NONSEQ      OKAY
 59280.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59320.000ns   00001274   f8034770      NONSEQ      OKAY
 59360.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59400.000ns   0000127c   4605b538      NONSEQ      OKAY
 59440.000ns   00001280   d0402900      NONSEQ      OKAY
 59480.000ns   00001270   d1004293      NONSEQ      OKAY
 59520.000ns   00001274   f8034770      NONSEQ      OKAY
 59560.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59600.000ns   00001274   f8034770      NONSEQ      OKAY
 59640.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59680.000ns   0000127c   4605b538      NONSEQ      OKAY
 59720.000ns   00001280   d0402900      NONSEQ      OKAY
 59760.000ns   00001270   d1004293      NONSEQ      OKAY
 59800.000ns   00001274   f8034770      NONSEQ      OKAY
 59840.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59880.000ns   00001274   f8034770      NONSEQ      OKAY
 59920.000ns   00001278   e7f91b01      NONSEQ      OKAY
 59960.000ns   0000127c   4605b538      NONSEQ      OKAY
 60000.000ns   00001280   d0402900      NONSEQ      OKAY
 60040.000ns   00001270   d1004293      NONSEQ      OKAY
 60080.000ns   00001274   f8034770      NONSEQ      OKAY
 60120.000ns   00001278   e7f91b01      NONSEQ      OKAY
 60160.000ns   00001274   f8034770      NONSEQ      OKAY
 60200.000ns   00001278   e7f91b01      NONSEQ      OKAY
 60240.000ns   0000127c   4605b538      NONSEQ      OKAY
 60280.000ns   00001280   d0402900      NONSEQ      OKAY
 60320.000ns   00001270   d1004293      NONSEQ      OKAY
 60360.000ns   00001274   f8034770      NONSEQ      OKAY
 60400.000ns   00001278   e7f91b01      NONSEQ      OKAY
 60440.000ns   00001274   f8034770      NONSEQ      OKAY
 60480.000ns   00001278   e7f91b01      NONSEQ      OKAY
 60520.000ns   0000127c   4605b538      NONSEQ      OKAY
 60560.000ns   00001280   d0402900      NONSEQ      OKAY
 60600.000ns   00001270   d1004293      NONSEQ      OKAY
 60640.000ns   00001274   f8034770      NONSEQ      OKAY
 60680.000ns   00001278   e7f91b01      NONSEQ      OKAY
 60720.000ns   00001274   f8034770      NONSEQ      OKAY
 60760.000ns   00001278   e7f91b01      NONSEQ      OKAY
 60800.000ns   0000127c   4605b538      NONSEQ      OKAY
 60840.000ns   00001280   d0402900      NONSEQ      OKAY
 60880.000ns   00001270   d1004293      NONSEQ      OKAY
 60920.000ns   00001274   f8034770      NONSEQ      OKAY
 60960.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61000.000ns   00001274   f8034770      NONSEQ      OKAY
 61040.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61080.000ns   0000127c   4605b538      NONSEQ      OKAY
 61120.000ns   00001280   d0402900      NONSEQ      OKAY
 61160.000ns   00001270   d1004293      NONSEQ      OKAY
 61200.000ns   00001274   f8034770      NONSEQ      OKAY
 61240.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61280.000ns   00001274   f8034770      NONSEQ      OKAY
 61320.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61360.000ns   0000127c   4605b538      NONSEQ      OKAY
 61400.000ns   00001280   d0402900      NONSEQ      OKAY
 61440.000ns   00001270   d1004293      NONSEQ      OKAY
 61480.000ns   00001274   f8034770      NONSEQ      OKAY
 61520.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61560.000ns   00001274   f8034770      NONSEQ      OKAY
 61600.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61640.000ns   0000127c   4605b538      NONSEQ      OKAY
 61680.000ns   00001280   d0402900      NONSEQ      OKAY
 61720.000ns   00001270   d1004293      NONSEQ      OKAY
 61760.000ns   00001274   f8034770      NONSEQ      OKAY
 61800.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61840.000ns   00001274   f8034770      NONSEQ      OKAY
 61880.000ns   00001278   e7f91b01      NONSEQ      OKAY
 61920.000ns   0000127c   4605b538      NONSEQ      OKAY
 61960.000ns   00001280   d0402900      NONSEQ      OKAY
 62000.000ns   00001270   d1004293      NONSEQ      OKAY
 62040.000ns   00001274   f8034770      NONSEQ      OKAY
 62080.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62120.000ns   00001274   f8034770      NONSEQ      OKAY
 62160.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62200.000ns   0000127c   4605b538      NONSEQ      OKAY
 62240.000ns   00001280   d0402900      NONSEQ      OKAY
 62280.000ns   00001270   d1004293      NONSEQ      OKAY
 62320.000ns   00001274   f8034770      NONSEQ      OKAY
 62360.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62400.000ns   00001274   f8034770      NONSEQ      OKAY
 62440.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62480.000ns   0000127c   4605b538      NONSEQ      OKAY
 62520.000ns   00001280   d0402900      NONSEQ      OKAY
 62560.000ns   00001270   d1004293      NONSEQ      OKAY
 62600.000ns   00001274   f8034770      NONSEQ      OKAY
 62640.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62680.000ns   00001274   f8034770      NONSEQ      OKAY
 62720.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62760.000ns   0000127c   4605b538      NONSEQ      OKAY
 62800.000ns   00001280   d0402900      NONSEQ      OKAY
 62840.000ns   00001270   d1004293      NONSEQ      OKAY
 62880.000ns   00001274   f8034770      NONSEQ      OKAY
 62920.000ns   00001278   e7f91b01      NONSEQ      OKAY
 62960.000ns   00001274   f8034770      NONSEQ      OKAY
 63000.000ns   00001278   e7f91b01      NONSEQ      OKAY
 63040.000ns   0000127c   4605b538      NONSEQ      OKAY
 63080.000ns   00001280   d0402900      NONSEQ      OKAY
 63120.000ns   00001270   d1004293      NONSEQ      OKAY
 63160.000ns   00001274   f8034770      NONSEQ      OKAY
 63200.000ns   00001278   e7f91b01      NONSEQ      OKAY
 63240.000ns   00001274   f8034770      NONSEQ      OKAY
 63280.000ns   00001278   e7f91b01      NONSEQ      OKAY
 63320.000ns   0000127c   4605b538      NONSEQ      OKAY
 63360.000ns   00001280   d0402900      NONSEQ      OKAY
